"row","col","lng","lat","land","ndvi1982","ndvi1983","ndvi1984","ndvi1985","ndvi1986","ndvi1987","ndvi1988","ndvi1989","ndvi1990","ndvi1991","ndvi1992","ndvi1993","ndvi1994","ndvi1995","ndvi1996","ndvi1997","ndvi1998","ndvi1999","ndvi2000","ndvi2001","ndvi2002","ndvi2003","ndvi2004","ndvi2005","ndvi2006","ndvi2007","ndvi2008","ndvi2009","ndvi2010","ndvi2011","ndvi2012","ndvi2013"
516,1057,-91.875352,46.958506,8,8.034,7.771,7.976,8.393,8.613,8.995,8.579,8.506,8.936,8.799,8.416,8.137,9.111,8.876,8.893,8.171,9.723,8.303,9.36,8.458,8.761,8.708,7.908,8.364,8.453,9.046,8.675,8.951,11.908,9.875,9.973,9.28
516,1090,-89.125363,46.958506,4,14.901,14.764,14.312,15.186,14.935,15.483,15.238,14.149,15.71,15.472,14.277,14.683,15.098,14.043,14.651,15.105,16.232,14.951,15.404,15.35,14.973,15.236,15.616,15.446,15.695,15.221,15.117,15.828,16.199,15.915,16.487,14.856
516,1091,-89.04203,46.958506,4,14.705,14.579,14.426,14.648,14.525,14.989,15.11,14.555,15.72,15.469,14.207,14.542,15.155,14.584,14.389,14.63,15.666,14.472,15.265,14.926,14.829,14.892,15.241,15.548,15.261,14.926,14.823,15.22,15.842,15.417,16.101,14.746
516,1092,-88.958697,46.958506,4,14.705,14.579,14.426,14.648,14.525,14.989,15.11,14.555,15.72,15.469,14.207,14.542,15.155,14.584,14.389,14.63,15.666,14.472,15.265,14.926,14.829,14.892,15.241,15.548,15.261,14.926,14.823,15.22,15.842,15.417,16.101,14.746
516,1093,-88.875364,46.958506,4,14.054,13.408,13.981,14.055,13.845,14.241,14.068,14.08,14.945,14.549,13.477,13.861,14.694,13.988,13.567,13.688,14.931,13.614,14.341,14.052,13.842,14.143,13.845,14.206,14.094,13.971,13.48,13.877,14.575,14.053,14.736,13.37
516,1094,-88.792031,46.958506,4,13.04,12.691,12.863,13.448,13.227,13.428,13.138,12.994,13.677,13.692,12.572,12.754,13.444,12.964,12.796,13.123,14.366,13.154,13.706,13.54,13.318,13.565,13.786,13.904,13.69,13.685,13.356,13.715,14.641,13.913,14.772,12.951
516,1095,-88.708698,46.958506,4,13.328,13.124,13.325,13.595,13.568,13.515,13.516,13.37,14.523,14.057,13.267,13.371,13.817,13.118,12.927,13.363,14.275,13.39,13.654,13.516,13.321,13.344,13.515,13.588,13.506,13.238,12.915,13.476,14.245,13.257,14.419,12.881
516,1096,-88.625366,46.958506,4,13.328,13.124,13.325,13.595,13.568,13.515,13.516,13.37,14.523,14.057,13.267,13.371,13.817,13.118,12.927,13.363,14.275,13.39,13.654,13.516,13.321,13.344,13.515,13.588,13.506,13.238,12.915,13.476,14.245,13.257,14.419,12.881
516,1097,-88.542032,46.958506,4,11.888,11.555,11.917,12.066,12.153,12.407,12.039,12.035,12.725,12.455,11.796,11.85,12.28,11.995,11.577,11.945,12.657,11.925,12.158,12.441,11.884,11.987,12.274,12.356,12.072,12.087,11.901,12.355,13.352,12.291,13.171,11.663
517,1056,-91.958686,46.875172,8,4.261,3.956,4.458,3.728,4.186,4.368,4.43,4.258,4.099,4.563,4.482,4.334,4.313,3.863,4.143,3.705,4.058,3.64,4.261,3.865,3.501,3.378,4.147,3.831,4.913,4.924,4.901,4.52,4.503,4.399,4.265,4.257
517,1068,-90.958689,46.875172,4,14.031,14.26,14.495,14.82,14.603,15.289,14.649,14.576,15.152,14.571,14.247,14.36,14.8,14.874,14.072,14.429,15.527,14.427,14.872,14.422,14.675,14.595,14.781,14.615,14.957,14.564,14.536,14.696,15.472,14.763,15.059,14.008
517,1069,-90.875356,46.875172,4,12.178,12.028,12.518,12.703,12.596,13.129,12.716,12.639,13.351,12.919,12.785,12.6,12.979,12.615,12.553,12.239,13.124,12.436,12.918,12.865,12.409,12.701,12.481,12.556,13.086,12.788,12.543,12.314,13.546,12.434,13.264,12.511
517,1070,-90.792023,46.875172,4,12.178,12.028,12.518,12.703,12.596,13.129,12.716,12.639,13.351,12.919,12.785,12.6,12.979,12.615,12.553,12.239,13.124,12.436,12.918,12.865,12.409,12.701,12.481,12.556,13.086,12.788,12.543,12.314,13.546,12.434,13.264,12.511
517,1089,-89.208697,46.875172,4,13.827,13.917,13.406,14.265,14.256,14.391,14.244,12.877,14.405,14.246,13.537,13.433,14.13,13.296,13.55,14.008,15.037,14.005,14.425,13.862,13.784,13.747,13.829,13.91,14.06,14.284,13.984,14.398,14.818,14.633,15.128,13.875
517,1090,-89.125363,46.875172,4,13.811,13.858,13.766,14.246,14.16,14.464,14.421,13.704,14.497,14.399,13.323,13.738,13.973,13.892,13.695,14.135,15.505,14.271,14.61,14.497,13.958,14.645,14.508,14.472,14.734,14.232,14.149,15.157,15.743,15.45,15.918,13.988
517,1091,-89.04203,46.875172,4,14.862,14.665,14.866,15.034,14.849,15.045,15.153,14.915,15.9,15.57,14.353,14.712,15.459,14.957,14.664,15.025,15.792,14.676,15.399,15.077,14.685,14.934,14.742,15.092,14.964,14.703,14.403,14.823,15.844,15.315,15.615,14.259
517,1092,-88.958697,46.875172,4,13.623,13.622,13.878,13.891,13.782,14.106,13.957,13.777,14.742,14.28,13.399,13.883,14.388,13.581,13.567,13.839,14.711,13.577,14.119,14.081,13.857,14.164,14.258,14.5,14.17,13.664,13.468,13.913,14.947,14.226,15.05,13.62
517,1093,-88.875364,46.875172,4,13.623,13.622,13.878,13.891,13.782,14.106,13.957,13.777,14.742,14.28,13.399,13.883,14.388,13.581,13.567,13.839,14.711,13.577,14.119,14.081,13.857,14.164,14.258,14.5,14.17,13.664,13.468,13.913,14.947,14.226,15.05,13.62
517,1094,-88.792031,46.875172,4,13.002,13.166,13.062,13.472,13.315,13.533,13.369,12.996,13.959,13.665,12.719,13.034,13.547,12.982,12.843,13.2,14.439,13.148,13.554,13.615,13.534,13.708,13.82,13.95,13.913,13.696,13.484,13.698,14.877,14.038,14.694,13.166
517,1095,-88.708698,46.875172,4,14.04,13.505,13.946,14.214,13.922,13.952,14.077,13.985,14.775,14.074,13.686,13.755,14.059,13.743,13.603,13.776,14.785,14.049,14.151,14.198,13.967,14.069,13.974,14.02,14.281,14.005,13.483,14.11,14.741,14.011,14.78,12.933
517,1096,-88.625366,46.875172,8,12.839,12.934,13.074,13.437,13.231,13.304,13.29,13.118,13.951,13.39,13.169,12.8,13.39,12.876,12.739,12.995,13.841,13.125,13.578,13.681,13.268,13.685,13.817,13.845,13.773,13.691,13.478,13.788,14.495,13.551,14.533,12.781
517,1097,-88.542032,46.875172,4,12.839,12.934,13.074,13.437,13.231,13.304,13.29,13.118,13.951,13.39,13.169,12.8,13.39,12.876,12.739,12.995,13.841,13.125,13.578,13.681,13.268,13.685,13.817,13.845,13.773,13.691,13.478,13.788,14.495,13.551,14.533,12.781
517,1100,-88.292034,46.875172,4,15.59,15.559,15.261,15.413,15.702,15.774,15.78,15.534,15.812,15.947,15.418,15.407,15.592,15.236,15.422,15.732,16.177,15.424,15.9,15.094,14.378,15.039,15.361,15.05,14.962,15.07,14.693,15.61,15.522,15.115,16.055,14.178
517,1101,-88.2087,46.875172,4,15.59,15.559,15.261,15.413,15.702,15.774,15.78,15.534,15.812,15.947,15.418,15.407,15.592,15.236,15.422,15.732,16.177,15.424,15.9,15.094,14.378,15.039,15.361,15.05,14.962,15.07,14.693,15.61,15.522,15.115,16.055,14.178
517,1102,-88.125367,46.875172,4,15.021,15.126,14.841,15.606,15.622,15.79,15.329,15.316,16.19,15.938,15.011,14.891,15.69,14.673,14.813,15.483,16.272,15.237,15.962,15.88,15.529,15.857,15.677,16.038,15.49,15.456,15.223,16.054,16.414,16.375,16.764,14.556
517,1103,-88.042034,46.875172,4,15.317,15.348,15.358,15.913,16.215,16.312,15.682,15.579,16.482,16.435,15.578,15.415,16.152,15.549,15.189,16.044,17.106,15.87,16.657,16.576,15.838,16.625,15.827,16.574,16.028,15.998,15.545,16.557,16.891,16.492,17.096,14.385
517,1104,-87.958701,46.875172,5,15.298,14.95,14.512,15.498,15.511,15.54,15.294,15.671,16.362,16.394,15.336,15.151,16.119,15.164,14.742,15.607,16.385,15.143,15.862,15.427,15.026,15.724,15.289,15.814,15.116,15.116,14.876,15.744,16.353,16.001,16.567,14.296
517,1105,-87.875368,46.875172,5,15.298,14.95,14.512,15.498,15.511,15.54,15.294,15.671,16.362,16.394,15.336,15.151,16.119,15.164,14.742,15.607,16.385,15.143,15.862,15.427,15.026,15.724,15.289,15.814,15.116,15.116,14.876,15.744,16.353,16.001,16.567,14.296
518,1065,-91.208688,46.791839,4,13.639,14.216,14.08,14.518,14.345,15.264,14.639,14.307,15.304,15.223,14.201,14.25,14.855,14.432,14.182,14.142,15.913,14.631,15.565,14.33,14.651,14.852,15.437,14.761,15.334,14.339,14.502,15.021,15.926,15.687,16.509,14.987
518,1066,-91.125355,46.791839,4,13.573,14.38,14.321,14.682,14.516,15.28,14.513,14.636,15.311,15.208,14.315,14.146,15.118,14.715,14.339,14.427,15.801,14.57,15.459,14.371,14.754,14.923,14.838,14.801,15.149,14.327,14.547,15.03,16.375,15.781,15.973,14.557
518,1067,-91.042023,46.791839,4,13.573,14.38,14.321,14.682,14.516,15.28,14.513,14.636,15.311,15.208,14.315,14.146,15.118,14.715,14.339,14.427,15.801,14.57,15.459,14.371,14.754,14.923,14.838,14.801,15.149,14.327,14.547,15.03,16.375,15.781,15.973,14.557
518,1068,-90.958689,46.791839,4,12.987,13.265,13.331,13.81,13.774,14.504,13.94,14.009,14.624,14.227,13.526,13.362,14.23,13.673,13.358,13.552,14.972,13.615,14.399,13.838,14.119,14.107,14.468,13.832,14.511,14.118,14.137,14.452,15.879,14.994,15.899,14.41
518,1069,-90.875356,46.791839,4,7.339,7.82,8.685,8.175,8.723,9.581,8.879,9.665,9.993,9.093,8.753,8.746,10.149,8.546,8.213,8.062,8.942,7.642,8.976,9.85,8.254,7.818,8.759,8.84,9.362,9.022,8.709,8.104,9.215,8.097,9.452,8.042
518,1083,-89.708694,46.791839,4,15.08,14.459,14.335,14.894,14.67,15.19,15.083,14.855,16.03,16.054,15.057,14.976,15.847,14.286,14.698,15.077,15.959,15.088,15.969,15.519,15.08,15.454,15.647,15.782,15.361,15.451,15.087,15.686,16.34,16.155,16.359,14.396
518,1085,-89.542029,46.791839,4,12.427,12.55,12.437,12.837,13.008,13.142,12.932,12.401,13.337,12.756,12.452,12.233,12.83,12.827,12.492,12.761,13.609,12.466,12.769,12.768,12.559,12.783,12.855,12.883,12.881,12.65,12.597,13.405,13.937,13.29,13.704,12.539
518,1086,-89.458695,46.791839,4,12.427,12.55,12.437,12.837,13.008,13.142,12.932,12.401,13.337,12.756,12.452,12.233,12.83,12.827,12.492,12.761,13.609,12.466,12.769,12.768,12.559,12.783,12.855,12.883,12.881,12.65,12.597,13.405,13.937,13.29,13.704,12.539
518,1088,-89.292029,46.791839,4,13.821,14.06,14.019,14.278,14.356,14.378,14.376,13.892,14.856,14.398,13.675,13.98,14.453,14.129,13.878,14.018,15.129,13.884,14.303,14.129,14.056,14.193,14.208,14.487,14.383,14.018,13.928,14.256,14.947,14.639,14.997,13.48
518,1089,-89.208697,46.791839,4,13.518,13.722,13.862,14.237,14.28,14.349,14.124,13.55,14.377,14.081,13.359,13.506,13.946,14.027,13.63,13.88,14.931,14.091,14.077,14.202,14.037,14.026,14.218,14.291,14.132,14.002,13.399,14.196,14.782,14.081,14.781,13.465
518,1090,-89.125363,46.791839,4,14.101,14.071,14.196,14.282,14.361,14.202,14.606,13.914,14.889,14.781,13.926,14.02,14.699,14.135,14.012,14.331,15.432,14.173,14.776,14.598,14.07,14.525,14.417,14.67,14.474,14.073,14.155,14.689,15.523,14.843,15.087,13.786
518,1091,-89.04203,46.791839,4,14.221,13.978,14.413,14.153,14.015,14.446,14.492,14.201,15.145,14.864,13.586,14.121,14.619,14.08,14.053,14.514,15.348,13.901,14.727,14.786,14.355,14.79,14.842,14.989,14.725,14.542,14.186,14.697,15.492,15.144,15.569,14.054
518,1092,-88.958697,46.791839,4,14.586,14.464,14.47,14.938,14.608,14.649,14.807,14.614,15.833,15.222,14.281,14.569,15.177,14.339,14.171,14.548,15.486,14.504,15.015,14.718,14.643,14.756,14.843,15.245,14.818,14.131,14.161,14.304,15.456,14.71,15.311,14.162
518,1093,-88.875364,46.791839,4,14.554,14.151,14.235,14.588,14.631,14.506,14.484,14.258,15.206,14.645,13.997,14.175,14.656,14.072,14.059,14.396,15.44,14.391,14.867,15.298,14.923,15.146,15.181,15.156,14.979,14.523,14.329,14.503,15.452,14.808,15.603,13.889
518,1094,-88.792031,46.791839,4,14.554,14.151,14.235,14.588,14.631,14.506,14.484,14.258,15.206,14.645,13.997,14.175,14.656,14.072,14.059,14.396,15.44,14.391,14.867,15.298,14.923,15.146,15.181,15.156,14.979,14.523,14.329,14.503,15.452,14.808,15.603,13.889
518,1095,-88.708698,46.791839,4,14.54,14.599,14.398,14.865,14.886,14.835,14.929,14.619,15.485,14.976,14.288,14.33,14.935,14.478,14.306,14.528,15.508,14.568,15.081,14.648,14.592,14.598,14.907,15.109,14.84,14.318,14,14.569,15.157,14.382,15.443,13.401
518,1096,-88.625366,46.791839,8,14.381,14.012,14.257,14.628,14.726,14.559,14.721,14.544,15.268,14.933,14.223,14.134,14.917,14.109,14.18,14.477,15.457,14.424,15.237,15.149,14.633,15.046,15.102,15.092,15.295,14.837,14.182,15.07,15.669,15.2,15.747,13.75
518,1099,-88.375366,46.791839,4,13.868,13.914,13.935,14.357,14.066,14.292,14.088,14.114,14.773,14.274,13.549,13.606,14.357,13.94,13.49,13.941,14.726,13.992,14.578,14.215,13.775,14.037,14.265,14.346,14.363,14.024,13.894,14.88,15.008,14.43,15.462,13.485
518,1100,-88.292034,46.791839,4,14.258,13.959,13.784,14.379,14.359,14.493,14.376,14.16,14.812,14.603,13.671,13.675,14.599,14.098,13.651,14.369,15.254,14.022,14.899,14.599,14.056,14.569,14.823,14.724,14.363,14.45,14.223,15.206,15.381,14.758,15.676,13.717
518,1101,-88.2087,46.791839,4,14.258,13.959,13.784,14.379,14.359,14.493,14.376,14.16,14.812,14.603,13.671,13.675,14.599,14.098,13.651,14.369,15.254,14.022,14.899,14.599,14.056,14.569,14.823,14.724,14.363,14.45,14.223,15.206,15.381,14.758,15.676,13.717
518,1102,-88.125367,46.791839,4,14.474,13.765,14.283,14.684,14.707,14.665,14.372,14.47,15.017,14.882,13.986,14.271,14.609,14.526,14.098,14.492,15.327,14.385,14.832,14.507,13.821,14.275,13.979,14.424,14.351,14.665,14.203,15.101,15.551,15.055,16.185,13.878
518,1103,-88.042034,46.791839,4,14.38,14.186,14.508,14.864,14.916,14.917,14.71,14.529,15.176,14.869,14.198,14.4,15.025,14.594,14.424,14.796,15.491,14.422,14.921,14.703,14.238,14.703,14.266,14.658,14.726,14.626,14.258,14.909,15.255,14.863,15.89,13.728
518,1104,-87.958701,46.791839,4,14.455,14.08,14.479,14.985,15.095,15.122,14.99,14.521,15.011,14.941,14.208,14.077,14.581,14.684,14.215,14.624,15.65,14.293,14.878,14.811,14.312,14.572,14.263,14.978,14.812,14.665,14.302,15.017,15.897,15.388,16.125,13.682
518,1105,-87.875368,46.791839,4,14.553,14.004,14.461,14.908,14.706,15.139,14.833,14.901,15.382,15.273,14.35,14.446,15.125,14.763,14.428,14.666,15.737,14.443,15.178,14.842,14.634,14.87,14.73,15.014,15.018,14.964,14.41,15.557,16.031,15.847,16.364,14.178
518,1106,-87.792035,46.791839,4,14.553,14.004,14.461,14.908,14.706,15.139,14.833,14.901,15.382,15.273,14.35,14.446,15.125,14.763,14.428,14.666,15.737,14.443,15.178,14.842,14.634,14.87,14.73,15.014,15.018,14.964,14.41,15.557,16.031,15.847,16.364,14.178
518,1107,-87.708703,46.791839,4,14.968,14.614,14.654,15.035,14.75,15.163,14.991,15.203,15.957,15.586,14.551,14.779,15.153,14.718,14.532,14.499,15.826,14.821,15.427,15.028,14.576,14.911,14.987,14.891,14.871,14.835,14.512,15.032,15.809,15.164,15.864,14.275
519,1063,-91.375355,46.708506,8,13.238,13.534,13.401,14.232,13.891,14.701,14.086,13.875,14.345,14.487,13.663,13.561,14.321,14.421,13.721,14.125,15.131,13.997,14.324,14.151,14.453,14.365,14.475,14.369,14.372,14.123,14.118,14.757,14.94,14.739,15.133,13.799
519,1064,-91.292021,46.708506,4,13.297,13.33,13.679,14.081,13.915,14.752,13.952,13.948,14.259,13.913,13.48,13.578,14.036,14.314,13.587,13.763,15.341,14.005,14.708,13.782,14.22,14.504,14.315,14.231,14.237,14.133,13.911,14.716,15.27,15.026,15.669,13.854
519,1065,-91.208688,46.708506,4,13.681,14.137,14.104,14.829,14.748,15.253,14.379,14.313,14.538,14.374,13.829,13.797,14.378,14.636,13.95,14.522,15.413,14.804,15.476,13.82,14.096,14.466,14.501,14.456,14.538,14.103,14.137,14.277,15.159,14.978,15.66,14.078
519,1066,-91.125355,46.708506,4,13.071,13.609,14.084,14.258,14.249,14.874,14.099,14.412,14.815,14.551,13.888,13.819,14.899,14.38,13.937,13.966,15.283,14.271,15.285,14.057,14.228,14.521,14.648,14.458,14.884,14.058,13.867,14.73,15.852,15.283,15.571,14.195
519,1067,-91.042023,46.708506,4,13.071,13.609,14.084,14.258,14.249,14.874,14.099,14.412,14.815,14.551,13.888,13.819,14.899,14.38,13.937,13.966,15.283,14.271,15.285,14.057,14.228,14.521,14.648,14.458,14.884,14.058,13.867,14.73,15.852,15.283,15.571,14.195
519,1068,-90.958689,46.708506,4,12.625,12.907,13.149,13.564,13.526,14.209,13.71,13.672,14.032,13.607,13.252,12.995,13.955,13.482,13.147,13.206,14.477,13.416,13.949,13.405,13.669,13.761,13.662,13.381,13.988,13.48,13.248,13.894,15.411,14.759,14.985,13.747
519,1081,-89.87536,46.708506,4,14.362,14.039,14.84,14.968,14.818,14.526,14.952,14.924,15.282,15.135,14.52,14.611,15.148,14.791,14.358,14.267,15.267,14.359,14.747,14.761,14.447,14.676,14.582,14.747,14.496,14.601,14.619,14.826,16.005,15.23,15.547,13.915
519,1082,-89.792027,46.708506,4,13.78,13.843,13.633,14.114,13.98,14.322,14.147,14.059,14.799,14.723,13.643,13.968,14.487,14.283,13.813,14.348,15.452,14.203,14.784,14.655,14.239,14.7,14.48,14.517,14.172,14.43,14.277,14.661,15.729,14.934,15.259,13.94
519,1083,-89.708694,46.708506,4,13.78,13.843,13.633,14.114,13.98,14.322,14.147,14.059,14.799,14.723,13.643,13.968,14.487,14.283,13.813,14.348,15.452,14.203,14.784,14.655,14.239,14.7,14.48,14.517,14.172,14.43,14.277,14.661,15.729,14.934,15.259,13.94
519,1084,-89.625361,46.708506,4,14.336,14.08,14.445,14.739,14.389,14.128,14.821,14.531,14.964,14.756,14.204,14.215,14.926,14.497,13.885,13.966,15.488,14.394,14.591,14.52,14.199,14.604,14.384,14.683,14.465,14.26,14.019,14.623,15.583,14.564,15.295,14.048
519,1085,-89.542029,46.708506,4,11.844,11.704,11.669,12.082,12.12,12.21,11.989,11.79,12.667,12.206,11.783,11.906,12.309,12.029,11.873,11.91,12.761,12.004,12.005,12.051,12.131,12.186,12.232,12.27,12.181,12.187,11.942,12.349,13.077,12.293,12.948,11.663
519,1086,-89.458695,46.708506,4,13.345,13.786,13.558,13.937,13.858,13.952,13.885,13.562,14.651,14.21,13.26,13.454,14.303,13.625,13.673,13.849,14.973,13.732,14.34,13.871,13.87,14.217,13.884,14.293,14.032,13.539,13.642,14.258,14.933,14.47,14.727,13.327
519,1087,-89.375362,46.708506,4,13.345,13.786,13.558,13.937,13.858,13.952,13.885,13.562,14.651,14.21,13.26,13.454,14.303,13.625,13.673,13.849,14.973,13.732,14.34,13.871,13.87,14.217,13.884,14.293,14.032,13.539,13.642,14.258,14.933,14.47,14.727,13.327
519,1088,-89.292029,46.708506,4,13.874,13.996,14.054,14.33,14.22,14.38,14.575,14.063,15.075,14.694,13.765,13.769,14.611,14.063,13.825,14.004,15.089,13.96,14.296,14.101,13.748,14.312,13.97,14.432,14.197,13.763,13.574,13.554,14.739,13.994,14.462,13.261
519,1089,-89.208697,46.708506,4,13.823,14.081,13.876,14.446,14.353,14.519,14.47,13.712,14.685,14.391,13.539,13.546,14.014,13.901,13.897,14.301,15.358,14.131,14.43,14.348,14.061,14.369,14.189,14.625,14.354,13.892,13.776,14.058,14.901,14.37,14.492,13.309
519,1090,-89.125363,46.708506,4,14.868,14.964,14.565,15.148,15.488,15.351,15.468,14.826,16.262,15.51,14.129,14.392,14.929,14.425,14.794,15.221,16.124,14.901,15.492,15.388,15.351,15.63,15.339,15.595,15.38,14.529,14.502,15.002,16.208,15.781,15.829,14.204
519,1091,-89.04203,46.708506,4,14.868,14.964,14.565,15.148,15.488,15.351,15.468,14.826,16.262,15.51,14.129,14.392,14.929,14.425,14.794,15.221,16.124,14.901,15.492,15.388,15.351,15.63,15.339,15.595,15.38,14.529,14.502,15.002,16.208,15.781,15.829,14.204
519,1092,-88.958697,46.708506,4,15.029,14.798,14.886,15.147,15.116,15.146,15.519,15.237,16.195,15.881,14.729,15.051,15.951,14.834,14.791,14.913,15.915,14.982,15.348,15.335,15.138,15.261,14.963,15.335,15.417,15.001,14.581,15.004,16.031,15.363,16.233,14.371
519,1093,-88.875364,46.708506,4,14.934,14.868,14.888,15.214,15.146,14.951,15.18,14.87,15.761,15.386,14.399,14.709,15.552,14.625,14.744,15.039,16.117,14.834,15.665,15.342,15.313,15.479,15.299,15.672,15.3,14.691,14.601,15.015,15.9,15.87,16.553,14.683
519,1094,-88.792031,46.708506,4,14.934,14.868,14.888,15.214,15.146,14.951,15.18,14.87,15.761,15.386,14.399,14.709,15.552,14.625,14.744,15.039,16.117,14.834,15.665,15.342,15.313,15.479,15.299,15.672,15.3,14.691,14.601,15.015,15.9,15.87,16.553,14.683
519,1095,-88.708698,46.708506,4,15.118,15.021,14.781,15.119,15.232,15.148,15.33,15.182,16.05,15.555,14.549,14.813,15.503,14.623,15.011,15.123,16.162,15.072,15.909,15.244,15.161,15.73,15.259,15.659,15.602,14.874,14.934,15.596,16.44,16.351,17.089,14.81
519,1096,-88.625366,46.708506,4,14.162,14.568,14.592,15.091,14.848,15.026,14.852,14.949,15.759,15.273,14.404,14.655,14.99,14.268,14.694,14.892,15.892,14.487,15.601,15.186,14.651,15.31,15.058,15.376,15.648,15.408,14.941,15.899,16.847,16.733,17.219,15.035
519,1097,-88.542032,46.708506,4,14.048,14.35,13.936,14.564,14.37,14.402,14.343,14.368,15.222,15.017,13.774,13.877,14.816,14.038,13.955,14.383,15.302,14.151,14.893,14.435,14.177,14.217,14.281,14.487,14.448,14.511,14.297,15.26,15.886,15.075,16.214,14.105
519,1098,-88.458699,46.708506,4,14.048,14.35,13.936,14.564,14.37,14.402,14.343,14.368,15.222,15.017,13.774,13.877,14.816,14.038,13.955,14.383,15.302,14.151,14.893,14.435,14.177,14.217,14.281,14.487,14.448,14.511,14.297,15.26,15.886,15.075,16.214,14.105
519,1099,-88.375366,46.708506,4,14.149,13.638,13.978,14.139,13.975,14.057,14.019,14.173,14.834,14.485,13.471,13.988,14.492,13.732,13.962,13.576,14.716,13.675,14.24,14.253,13.457,14.012,14.207,14.12,14.066,13.654,13.807,14.406,14.884,14.191,15.11,13.356
519,1100,-88.292034,46.708506,4,13.458,13.383,13.667,13.876,13.741,13.931,13.795,13.747,14.363,14.159,13.251,13.153,13.722,13.312,13.424,13.474,14.718,13.418,14.195,14.341,13.324,14.016,14.04,14.017,14.116,13.69,13.771,14.421,15.192,14.222,15.422,12.875
519,1101,-88.2087,46.708506,4,14.149,13.774,14.331,14.515,14.487,14.613,14.445,14.475,14.951,14.755,13.914,14.141,14.282,14.014,14.052,14.211,14.827,14.063,14.298,14.417,13.725,14.196,14.179,14.242,14.242,14.023,13.918,14.241,14.991,14.23,15.242,12.906
519,1102,-88.125367,46.708506,4,14.149,13.774,14.331,14.515,14.487,14.613,14.445,14.475,14.951,14.755,13.914,14.141,14.282,14.014,14.052,14.211,14.827,14.063,14.298,14.417,13.725,14.196,14.179,14.242,14.242,14.023,13.918,14.241,14.991,14.23,15.242,12.906
519,1103,-88.042034,46.708506,4,13.81,13.846,14.31,14.534,14.742,14.478,14.255,14.361,15.062,14.566,14.047,13.909,14.273,13.863,14.037,14.324,15.137,14.001,14.624,14.567,14.012,14.528,14.374,14.527,14.436,14.346,14.14,14.914,15.737,14.763,16.147,13.485
519,1104,-87.958701,46.708506,4,13.766,13.826,14.012,14.519,14.575,14.575,14.222,14.179,14.935,14.284,13.832,13.49,14.256,13.743,13.885,13.996,15.145,14.043,14.628,14.485,13.752,14.468,14.159,14.442,14.262,14.441,14.123,14.811,15.42,14.796,15.862,13.315
519,1105,-87.875368,46.708506,4,13.825,13.947,14.338,14.259,14.521,14.71,14.507,14.392,14.963,14.608,13.897,13.617,14.355,13.92,14.13,14.29,15.47,14.091,14.933,14.683,14.237,14.743,14.378,14.76,14.674,14.681,14.581,15.426,15.932,15.411,16.213,13.884
519,1106,-87.792035,46.708506,4,13.825,13.947,14.338,14.259,14.521,14.71,14.507,14.392,14.963,14.608,13.897,13.617,14.355,13.92,14.13,14.29,15.47,14.091,14.933,14.683,14.237,14.743,14.378,14.76,14.674,14.681,14.581,15.426,15.932,15.411,16.213,13.884
519,1107,-87.708703,46.708506,4,14.27,14.185,14.441,14.738,14.689,14.73,14.809,14.82,15.344,15.242,14.228,14.154,14.775,14.272,14.461,14.486,15.573,14.281,15.088,14.649,14.146,14.621,14.297,14.749,14.708,14.826,14.349,15.086,15.725,15.439,16.045,14.176
519,1108,-87.625369,46.708506,4,14.576,14.214,14.508,14.581,14.676,14.803,14.712,15.079,15.543,15.325,14.304,14.48,14.993,14.427,14.61,14.506,15.649,14.043,14.838,14.556,14.23,14.597,14.855,14.548,14.803,14.828,14.207,14.739,15.619,15.044,15.602,14.201
520,1056,-91.958686,46.625173,8,12.35,12.558,12.12,12.504,12.549,13.007,12.557,12.482,13.062,12.438,12.846,12.357,12.923,12.974,12.074,12.622,13.548,12.623,13.056,12.957,12.739,12.558,12.603,12.886,12.541,12.709,12.535,12.851,13.758,12.923,13.198,12.176
520,1057,-91.875352,46.625173,8,13.418,13.678,13.323,14.078,13.559,14.152,13.751,13.355,14.027,13.67,13.789,13.288,13.965,14.089,13.347,13.862,14.764,13.809,14.2,13.952,13.998,13.908,13.801,13.949,13.893,13.839,13.67,14.29,14.493,14.17,14.486,13.016
520,1058,-91.792019,46.625173,8,13.911,13.66,13.592,13.899,13.671,14.122,13.86,13.597,14.354,13.841,13.676,13.535,14.202,14.294,13.774,13.801,14.975,13.845,14.262,14.186,14.108,14.186,14.151,14.068,14.16,13.831,13.951,14.379,15.017,14.665,14.779,13.855
520,1059,-91.708686,46.625173,8,13.849,13.93,13.714,14.066,14.214,14.697,14.057,13.934,14.736,14.338,13.84,13.664,14.536,14.904,14.056,14.157,15.254,13.9,14.849,14.599,14.429,14.328,14.392,14.385,14.504,14.242,14.167,14.782,15.448,14.653,15.416,13.998
520,1061,-91.54202,46.625173,8,14.309,14.107,14.305,14.674,14.493,14.851,14.3,14.646,15.116,15.007,14.307,14.186,15.062,15.059,14.512,14.389,15.566,14.413,15.258,14.554,14.791,14.62,15.164,14.488,14.892,14.534,14.672,15.263,15.861,15.494,16.278,14.547
520,1062,-91.458687,46.625173,8,13.54,13.76,14.094,14.344,14.233,14.591,14.19,13.93,14.681,14.296,13.789,13.692,14.819,14.519,13.982,14.214,15.051,14.138,14.925,14.1,14.22,14.498,14.182,13.868,14.562,13.902,13.924,14.529,14.978,14.515,15.385,14.142
